Model,MSE,R2 Score
Linear Regression,351.8470321580834,0.8272032264409669
Random Forest,74.92800795180005,0.963201855238445
Gradient Boosting,53.079582887522,0.9739319083961973
Support Vector Machine,2201.9605230499083,-0.08141220221073753
